ori,agency_name,state,population
CA05700,YOLO,CA,31667
CA03025,YORBA LINDA,CA,66061
CA02810,YOUNTVILLE,CA,3245
CA04709,YREKA,CA,7657
CA05800,YUBA,CA,71865
CA05102,YUBA CITY,CA,68919
CA03635,YUCAIPA,CA,54430
CA03641,YUCCA VALLEY,CA,21881
CO00100,ADAMS,CO,101425
CO06101,AKRON,CO,1740
CO00200,ALAMOSA,CO,6869
CO00201,ALAMOSA,CO,9930
CO04702,ALMA,CO,321
CO01101,ANTONITO,CO,616
CO00300,ARAPAHOE,CO,108141
CO00400,ARCHULETA,CO,12476
CO03001,ARVADA,CO,118508
CO04901,ASPEN,CO,6452
CO06212,AULT,CO,2895
CO00101,AURORA,CO,342167
CO01906,AVON,CO,5840
CO00500,BACA,CO,1542
CO01904,BASALT,CO,2926
CO03404,BAYFIELD,CO,2938
CO00600,BENT,CO,5868
CO03501,BERTHOUD,CO,14279
CO02402,BLACK HAWK,CO,120
CO05905,BLUE RIVER,CO,828
CO00700,BOULDER,CO,58784
CO00701,BOULDER,CO,106426
CO00306,BOW MAR,CO,574
CO05901,BRECKENRIDGE,CO,4852
CO00102,BRIGHTON,CO,43820
CO06401,BROOMFIELD,CO,79451
CO04401,BRUSH,CO,5382
CO00801,BUENA VISTA,CO,3197
CO03201,BURLINGTON,CO,3171
CO02110,CALHAN,CO,722
CO00503,CAMPO,CO,96
CO02201,CANON CITY,CO,17257
CO02304,CARBONDALE,CO,6834
CO01801,CASTLE ROCK,CO,85729
CO01504,CEDAREDGE,CO,2470
CO00311,CENTENNIAL,CO,109020
CO05501,CENTER,CO,1838
CO02401,CENTRAL CITY,CO,795
CO00800,CHAFFEE,CO,11874
CO00305,CHERRY HILLS VILLAGE,CO,6330
CO00900,CHEYENNE,CO,1707
CO00901,CHEYENNE WELLS,CO,711
CO01000,CLEAR CREEK,CO,7027
CO03909,COLLBRAN,CO,364
CO02101,COLORADO SPRINGS,CO,496560
CO00308,COLUMBINE VALLEY,CO,1732
CO00103,COMMERCE CITY,CO,72244
CO01100,CONEJOS,CO,5980
CO04201,CORTEZ,CO,9247
CO01200,COSTILLA,CO,3741
CO04101,CRAIG,CO,8868
CO04001,CREEDE,CO,285
CO02603,CRESTED BUTTE,CO,1640
CO06002,CRIPPLE CREEK,CO,1115
CO01300,CROWLEY,CO,5589
CO01400,CUSTER,CO,5794
CO06208,DACONO,CO,6851
CO03904,DE BEQUE,CO,475
CO05302,DEL NORTE,CO,1398
CO01500,DELTA,CO,17825
CO01501,DELTA,CO,9851
CODPD00,DENVER,CO,733212
CO00107,DERBY,CO,8658
CO05902,DILLON,CO,1000
CO04102,DINOSAUR,CO,248
CO01700,DOLORES,CO,2507
CO04205,DOLORES,CO,948
CO01800,DOUGLAS,CO,231244
CO01701,DOVE CREEK,CO,670
CO03401,DURANGO,CO,19992
CO03101,EADS,CO,627
CO01900,EAGLE,CO,24114
CO01902,EAGLE,CO,7309
CO06203,EATON,CO,5836
CO03003,EDGEWATER,CO,4849
CO02100,EL PASO,CO,210336
CO02000,ELBERT,CO,26584
CO02001,ELIZABETH,CO,3126
CO01003,EMPIRE,CO,321
CO00301,ENGLEWOOD,CO,35656
CO06207,ERIE,CO,25502
CO03502,ESTES PARK,CO,5769
CO06204,EVANS,CO,22420
CO04701,FAIRPLAY,CO,760
CO00108,FEDERAL HEIGHTS,CO,13867
CO06218,FIRESTONE,CO,20148
CO03203,FLAGLER,CO,589
CO03802,FLEMING,CO,420
CO02202,FLORENCE,CO,3893
CO03503,FORT COLLINS,CO,171159
CO06201,FORT LUPTON,CO,10504
CO04402,FORT MORGAN,CO,11907
CO02102,FOUNTAIN,CO,29357
CO04504,FOWLER,CO,1190
CO02504,FRASER/WINTER PARK,CO,2772
CO06217,FREDERICK,CO,18852
CO02200,FREMONT,CO,29339
CO05904,FRISCO,CO,2686
CO03902,FRUITA,CO,14037
CO06227,GARDEN CITY,CO,250
CO02300,GARFIELD,CO,25666
CO01002,GEORGETOWN,CO,1294
CO06215,GILCREST,CO,1016
CO02400,GILPIN,CO,5891
CO00304,GLENDALE,CO,4432
CO02301,GLENWOOD SPRINGS,CO,10389
CO03002,GOLDEN,CO,20091
CO05004,GRANADA,CO,447
CO02501,GRANBY,CO,2364
CO02500,GRAND,CO,9733
CO03901,GRAND JUNCTION,CO,71807
CO02502,GRAND LAKE,CO,398
CO06202,GREELEY,CO,115679
CO02109,GREEN MOUNTAIN FALLS,CO,574
CO00307,GREENWOOD VILLAGE,CO,15201
CO02600,GUNNISON,CO,7952
CO02601,GUNNISON,CO,6885
CO01910,GYPSUM,CO,9529
CO04802,HAXTUN,CO,964
CO05402,HAYDEN,CO,1917
CO02700,HINSDALE,CO,738
CO05002,HOLLY,CO,843
CO04801,HOLYOKE,CO,2284
CO01503,HOTCHKISS,CO,957
CO06224,HUDSON,CO,1610
CO02800,HUERFANO,CO,6170
CO03702,HUGO,CO,769
CO01001,IDAHO SPRINGS,CO,1675
CO03403,IGNACIO,CO,846
CO02900,JACKSON,CO,1250
CO03000,JEFFERSON,CO,196735
CO06210,JOHNSTOWN,CO,15671
CO05801,JULESBURG,CO,1206
CO06219,KEENESBURG,CO,2343
CO06209,KERSEY,CO,1496
CO05906,KEYSTONE,CO,1375
CO02003,KIOWA,CO,734
CO03100,KIOWA,CO,1380
CO03200,KIT CARSON,CO,3927
CO02503,KREMMLING,CO,1418
CO01103,LA JARA,CO,702
CO04501,LA JUNTA,CO,6906
CO03400,LA PLATA,CO,33439
CO06205,LA SALLE,CO,2289
CO02802,LA VETA,CO,872
CO00703,LAFAYETTE,CO,30634
CO03300,LAKE,CO,4746
CO03006,LAKESIDE,CO,15
CO03004,LAKEWOOD,CO,157016
CO05001,LAMAR,CO,7626
CO03500,LARIMER,CO,92128
CO00601,LAS ANIMAS,CO,2378
CO03600,LAS ANIMAS,CO,6404
CO03301,LEADVILLE,CO,2625
CO03701,LIMON,CO,1981
CO03700,LINCOLN,CO,2843
CO00302,LITTLETON,CO,41895
CO06220,LOCHBUIE,CO,8699
CO04404,LOG LANE VILLAGE,CO,948
CO03800,LOGAN,CO,7640
CO01807,LONE TREE,CO,14022
CO00704,LONGMONT,CO,98654
CO00706,LOUISVILLE,CO,20715
CO03504,LOVELAND,CO,82330
CO00707,LYONS,CO,2143
CO01104,MANASSA,CO,970
CO04202,MANCOS,CO,1291
CO02103,MANITOU SPRINGS,CO,4542
CO04503,MANZANOLA,CO,323
CO06226,MEAD,CO,7338
CO05201,MEEKER,CO,2393
CO03900,MESA,CO,73959
CO06211,MILLIKEN,CO,9274
CO04000,MINERAL,CO,951
CO01903,MINTURN,CO,935
CO04100,MOFFAT,CO,4018
CO05301,MONTE VISTA,CO,3976
CO04200,MONTEZUMA,CO,16595
CO04300,MONTROSE,CO,21463
CO04301,MONTROSE,CO,21974
CO02107,MONUMENT,CO,14284
CO04400,MORGAN,CO,10430
CO03007,MORRISON,CO,393
CO02602,MOUNT CRESTED BUTTE,CO,957
CO03009,MOUNTAIN VIEW,CO,517
CO05703,MOUNTAIN VILLAGE,CO,1235
CO04305,NATURITA,CO,481
CO00708,NEDERLAND,CO,1491
CO02306,NEW CASTLE,CO,4890
CO00106,NORTHGLENN,CO,38327
CO05702,NORWOOD,CO,521
CO04303,NUCLA,CO,590
CO06223,NUNN,CO,541
CO05403,OAK CREEK,CO,848
CO04304,OLATHE,CO,1960
CO01301,ORDWAY,CO,1071
CO04500,OTERO,CO,5680
CO06102,OTIS,CO,506
CO04600,OURAY,CO,3064
CO04601,OURAY,CO,916
CO00401,PAGOSA SPRINGS,CO,1839
CO03903,PALISADE,CO,2610
CO02106,PALMER LAKE,CO,2554
CO01502,PAONIA,CO,1467
CO02302,PARACHUTE,CO,1355
CO04700,PARK,CO,17820
CO01805,PARKER,CO,67244
CO04800,PHILLIPS,CO,1237
CO06214,PIERCE,CO,1084
CO04900,PITKIN,CO,6064
CO06213,PLATTEVILLE,CO,3906
CO00502,PRITCHETT,CO,107
CO05000,PROWERS,CO,3890
CO05100,PUEBLO,CO,59567
CO05101,PUEBLO,CO,110981
CO05202,RANGELY,CO,2286
CO04602,RIDGWAY,CO,1308
CO02303,RIFLE,CO,10719
CO05200,RIO BLANCO,CO,1962
CO05300,RIO GRANDE,CO,5135
CO04502,ROCKY FORD,CO,3760
CO01102,ROMEO,CO,313
CO05400,ROUTT,CO,8903
CO05500,SAGUACHE,CO,4915
CO05502,SAGUACHE,CO,527
CO00802,SALIDA,CO,6083
CO05600,SAN JUAN,CO,854
CO01201,SAN LUIS,CO,635
CO05700,SAN MIGUEL,CO,4088
CO01105,SANFORD,CO,905
CO05800,SEDGWICK,CO,2229
CO06228,SEVERANCE,CO,12689
CO00303,SHERIDAN,CO,5890
CO02305,SILT,CO,3772
CO05903,SILVERTHORNE,CO,5432
CO05601,SILVERTON,CO,759
CO02002,SIMLA,CO,578
CO04902,SNOWMASS VILLAGE,CO,2902
CO05303,SOUTH FORK,CO,502
CO00501,SPRINGFIELD,CO,1292
CO05401,STEAMBOAT SPRINGS,CO,13722
CO03801,STERLING,CO,13040
CO03202,STRATTON,CO,650
CO05900,SUMMIT,CO,14675
CO06000,TELLER,CO,15722
CO05701,TELLURIDE,CO,2453
CO00104,THORNTON,CO,147837
CO03510,TIMNATH,CO,12212
CO03601,TRINIDAD,CO,8145
CO01901,VAIL,CO,4381
CO06003,VICTOR,CO,359
CO02801,WALSENBURG,CO,3032
CO00507,WALSH,CO,511
CO06100,WASHINGTON,CO,4769
CO06200,WELD,CO,49354
CO03506,WELLINGTON,CO,12353
CO01401,WESTCLIFFE,CO,511
CO00105,WESTMINSTER,CO,69026
CO03005,WHEAT RIDGE,CO,31904
CO04403,WIGGINS,CO,2000
CO06206,WINDSOR,CO,34664
CO06001,WOODLAND PARK,CO,8075
CO06301,WRAY,CO,2374
CO05404,YAMPA,CO,388
CO06300,YUMA,CO,4238
CO06302,YUMA,CO,3474
CT00002,ANSONIA,CT,19271
CT00004,AVON,CT,19164
CT00005,BEACON FALLS,CT,6339
CT00007,BERLIN,CT,20776
CT00009,BETHEL,CT,21793
CT00011,BLOOMFIELD,CT,22390
CT00014,BRANFORD,CT,28528
CT00015,BRIDGEPORT,CT,152588
CT00017,BRISTOL,CT,62563
CT00018,BROOKFIELD,CT,18370
CT00023,CANTON,CT,10320
CT00025,CHESHIRE,CT,31218
CT00027,CLINTON,CT,13542
CTCSP00,CONNECTICUT STATE POLICE,CT,477608
CT00032,COVENTRY,CT,12502
CT00033,CROMWELL,CT,14432
CT00034,DANBURY,CT,89355
CT00069,DANIELSON,CT,4288
CT00035,DARIEN,CT,22807
CT00037,DERBY,CT,13072
CT00042,EAST HAMPTON,CT,13214
CT00043,EAST HARTFORD,CT,51190
CT00044,EAST HAVEN,CT,27984
CT00045,EAST LYME,CT,19147
CT00047,EAST WINDSOR,CT,11340
CT00046,EASTON,CT,7874
CT00049,ENFIELD,CT,41131
CT00051,FAIRFIELD,CT,66290
CT00052,FARMINGTON,CT,28594
CT00054,GLASTONBURY,CT,35676
CT00056,GRANBY,CT,11978
CT00057,GREENWICH,CT,64915
CT00059,GROTON,CT,10378
CT00B59,GROTON LONG POINT,CT,520
CT00A59,GROTON TOWN,CT,27977
CT00060,GUILFORD,CT,22325
CT00062,HAMDEN,CT,61706
CT00064,HARTFORD,CT,122548
CT00058,JEWETT CITY,CT,3482
CT00072,LEDYARD,CT,15621
CT00076,MADISON,CT,17706
CT00077,MANCHESTER,CT,60061
CT00080,MERIDEN,CT,60906
CT00081,MIDDLEBURY,CT,8142
CT00083,MIDDLETOWN,CT,49037
CT00084,MILFORD,CT,53760
CT00085,MONROE,CT,19395
CT00602,MONTVILLE,CT,17877
CT00088,NAUGATUCK,CT,32273
CT00089,NEW BRITAIN,CT,76622
CT00090,NEW CANAAN,CT,21319
CT00093,NEW HAVEN,CT,139715
CT00095,NEW LONDON,CT,28415
CT00096,NEW MILFORD,CT,28939
CT00094,NEWINGTON,CT,32021
CT00097,NEWTOWN,CT,28283
CT00099,NORTH BRANFORD,CT,13563
